,agent_type,scenario,reward,steps,interaction_num,duration,cost,datetime
154,react_old,3,5.17,1099,10,8.912741645177205,4.455970000000001,2024-05-18_19-15-59
155,hm,2,23.133,1099,8,18.22160521745682,8.679010000000003,2024-05-18_19-07-13
156,react_old,3,-16.150000000000002,1199,10,10.211988937854766,5.666020000000002,2024-05-18_19-25-05
157,reflexion,2,7.935,1499,13,24.76931484937668,9.280310000000002,2024-05-18_19-19-23
158,react_old,4,-0.4319999999999995,1799,14,17.555644226074218,9.991459999999996,2024-05-18_19-35-26
159,hm,2,20.55,2199,17,31.523684056599937,12.557520000000004,2024-05-18_19-25-34
160,react_old,4,14.724,1099,8,9.780046971638996,5.200000000000001,2024-05-18_19-53-12
161,reflexion,2,0.1019999999999998,1599,13,25.546826978524525,9.883219999999994,2024-05-18_19-44-17
162,hm,2,3.063,1099,9,14.540069890022275,4.62281,2024-05-18_19-57-19
163,react_old,5,-3.68,1999,17,21.691823800404865,12.793770000000002,2024-05-18_20-03-09
164,react_old,5,5.773999999999999,1099,9,9.756648695468902,4.9465,2024-05-18_20-25-07
165,hm,3,18.336,1699,15,25.240454018116,8.519990000000004,2024-05-18_20-12-00
166,react_old,5,-8.517000000000001,1099,9,10.195627840360006,5.0956600000000005,2024-05-18_20-34-59
167,reflexion,2,-6.1530000000000005,1799,12,37.57426245609919,14.505300000000002,2024-05-18_20-10-00
168,hm,3,8.548,1099,8,16.103126076857247,6.427449999999999,2024-05-18_20-37-30
169,react_old,6,-16.980999999999998,1099,9,10.137477099895476,5.1787100000000015,2024-05-18_20-45-17
170,react_old,6,-12.313,1599,13,14.098435723781586,7.160760000000001,2024-05-18_20-55-33
171,reflexion,3,9.072000000000005,1399,12,22.684727803866068,8.25083,2024-05-18_20-47-46
172,hm,4,16.102,1099,9,18.41228481531143,6.552360000000001,2024-05-18_20-53-49
173,react_old,6,-23.414,1199,10,12.257711044947309,7.134799999999999,2024-05-18_21-09-47
174,hm,4,-17.572,1399,11,20.798777627944947,8.81015,2024-05-18_21-12-29
175,react_old,7,11.619000000000002,1499,9,14.290745651721954,8.024569999999999,2024-05-18_21-22-10
176,reflexion,3,-5.859000000000001,1399,10,32.85245949824651,14.214369999999994,2024-05-18_21-10-36
177,react_old,7,26.346,1199,9,12.175317140420278,7.179130000000001,2024-05-18_21-36-35
178,react_old,7,23.703,1899,14,18.26984052658081,10.7928,2024-05-18_21-48-52
179,hm,5,49.540000000000006,2799,22,43.84999995628993,20.90061999999999,2024-05-18_21-33-29
180,hm,5,33.372,1299,10,16.585378432273863,6.700790000000004,2024-05-18_22-17-37
181,hm,5,29.655,1799,14,27.292129536469776,11.602600000000004,2024-05-18_22-34-19
182,hm,6,21.706,1099,8,20.40567794640859,10.037610000000004,2024-05-18_23-01-45
183,hm,6,41.274,1599,13,20.824598014354702,8.313900000000002,2024-05-18_23-22-16
184,hm,6,45.833000000000006,2099,17,29.75953762928645,13.063130000000005,2024-05-18_23-43-14
185,hm,7,40.685,1399,12,20.628719019889832,8.651290000000003,2024-05-19_00-13-10
186,hm,7,42.294,1399,10,19.046934914588928,7.654050000000001,2024-05-19_00-33-56
187,hm,7,36.284,1399,11,19.20998411178589,7.46556,2024-05-19_00-53-09
188,hm_gpt35,0,0.7539999999999996,1299,9,6.442305692036947,0.7028599999999996,2024-05-20_17-06-35
189,hm_gpt35,1,-2.267,1099,3,5.350151522954305,0.6765619999999999,2024-05-20_17-13-07
190,hm_gpt35,2,-4.078,1099,8,5.879814044634501,0.579496,2024-05-20_17-18-34
191,hm_gpt35,0,-13.035,1499,11,7.44378969669342,0.7210469999999998,2024-05-20_17-53-15
192,hm_gpt35,0,3.309,1899,13,10.44366850455602,1.135566,2024-05-20_18-00-58
193,hm_gpt35,0,-28.423,2499,20,12.325565453370412,1.1556380000000002,2024-05-20_18-11-35
194,planreact,0,-38.66,2099,18,26.153888110319773,10.135870000000004,2024-05-20_18-30-13
195,planreact,1,0.3179999999999999,1499,11,18.633389592170715,7.380580000000004,2024-05-20_18-56-31
196,planreact,2,4.553000000000001,1699,15,21.66087816556295,7.544350000000001,2024-05-20_19-15-19
197,planreact,3,6.243,1099,8,17.1667054216067,7.078929999999997,2024-05-20_19-37-07
198,planreact,4,-12.163,1199,11,14.080938124656678,4.25191,2024-05-20_19-54-22
199,planreact,5,-2.673,1099,8,14.567921555042266,6.010419999999999,2024-05-20_20-08-33
200,planreact,6,-10.592,1699,13,21.19762676954269,8.410260000000003,2024-05-20_20-23-12
201,planreact,7,-4.191000000000001,1099,8,14.874001264572144,6.07224,2024-05-20_20-44-32
202,planreact,0,-8.219000000000001,1899,16,22.658059974511463,8.656830000000003,2024-05-20_20-59-37
203,planreact,1,-3.7569999999999992,1199,9,15.158494551976522,5.969770000000002,2024-05-20_21-22-23
204,planreact,2,5.956,1699,13,20.45180723667145,7.6248200000000015,2024-05-20_21-37-39
205,planreact,3,-10.447,1199,9,14.394001944859822,5.926730000000001,2024-05-20_21-58-21
206,planreact,4,-6.93,1199,10,12.64283272822698,4.311640000000001,2024-05-20_22-12-52
207,planreact,5,-13.133,1699,14,21.553439327081044,7.49726,2024-05-20_22-25-36
208,planreact,6,-8.870000000000001,1199,9,16.200085910161338,5.670330000000002,2024-05-20_22-47-17
209,planreact,7,-0.7240000000000002,1299,8,18.327107719580333,7.34515,2024-05-20_23-03-35
210,planreact,0,-5.503,1099,8,16.318941501776376,5.625580000000001,2024-05-20_23-22-04
211,planreact,1,14.377,1199,8,15.007703598340353,5.796400000000002,2024-05-20_23-38-28
212,hm_gpt35,0,-22.479,1999,15,10.27113710641861,1.042504,2024-05-20_23-54-28
213,hm_gpt35,1,-8.056,1099,5,5.637374460697174,0.6825170000000005,2024-05-21_00-04-51
214,hm_gpt35,1,-15.736,1099,6,5.1904551466306055,0.5321819999999999,2024-05-21_00-10-34
215,hm_gpt35,1,-1.2860000000000005,1999,9,9.661897838115692,1.1638240000000002,2024-05-21_00-15-50
216,planreact,0,3.649,1499,13,17.190676613648733,5.6833300000000015,2024-05-21_00-12-40
217,hm_gpt35,1,-2.921,1399,8,6.9512828350067135,0.8026769999999999,2024-05-21_00-25-37
218,react,0,3.029,1799,16,19.19504847129186,9.289130000000002,2024-05-21_00-14-21
219,react,0,17.315,1299,8,17.807840100924174,8.891160000000001,2024-05-21_00-33-43
220,react,0,0.2349999999999997,1199,9,11.238071616490682,4.84854,2024-05-21_00-51-39
221,react,0,-1.5360000000000005,1199,9,10.324709832668304,4.47354,2024-05-21_01-03-01
222,react,0,1.2100000000000002,1599,13,15.968635964393616,7.766870000000002,2024-05-21_01-13-28
223,react,1,7.096,1099,9,11.576378774642944,5.594869999999999,2024-05-21_01-29-33
224,react,1,-20.232,1899,14,19.38266520102819,9.464750000000004,2024-05-21_01-41-12
225,react,1,-15.996,1299,10,12.75970726410548,5.6119,2024-05-21_02-00-41
226,react,1,-6.734999999999999,1399,9,14.457664716243745,6.458940000000001,2024-05-21_02-13-32
227,react,1,-3.937,1799,15,18.639159202575684,8.609549999999997,2024-05-21_02-28-07
228,react,2,-6.698,1099,8,12.193065186341604,6.4050800000000025,2024-05-21_02-46-52
229,react,2,-3.661000000000001,2799,22,32.49706035057704,16.14595,2024-05-21_02-59-09
230,react,2,-2.831999999999999,1299,11,12.992701450983684,5.827290000000001,2024-05-21_03-31-49
231,react,2,-14.977999999999998,1699,13,14.479156680901845,6.679600000000001,2024-05-21_03-44-56
232,react,2,0.4119999999999995,1599,12,15.40096695025762,7.357570000000001,2024-05-21_03-59-33
233,react,3,-16.126,1799,16,15.574504546324413,6.764490000000003,2024-05-21_04-15-06
234,react,3,-11.552,1599,13,16.53040769894918,7.685989999999999,2024-05-21_04-30-49
235,react,3,-9.835,1799,15,16.831846992174786,7.45933,2024-05-21_04-47-28
236,react,3,-5.025,1199,10,10.475551625092823,4.381569999999999,2024-05-21_05-04-25
237,react,3,10.556,1299,11,14.093234578768412,6.613510000000001,2024-05-21_05-15-00
238,react,4,7.315,1099,9,9.494344739119212,3.882950000000001,2024-05-21_05-29-11
239,react,4,4.028000000000002,2199,18,25.051644349098204,12.24848,2024-05-21_05-38-48
240,react,4,-1.4379999999999995,1499,11,16.695253427823385,8.10468,2024-05-21_06-04-00
241,react,4,-4.462999999999999,1899,14,23.365704770882925,11.696780000000004,2024-05-21_06-20-52
242,react,4,-11.973,1199,9,11.24067645072937,5.044600000000001,2024-05-21_06-44-21
243,react,5,5.804,1199,10,12.781687541802723,5.647920000000001,2024-05-21_06-55-41
244,react,5,-17.179000000000002,1499,12,16.360802539189656,6.751970000000002,2024-05-21_07-08-34
245,react,5,-3.786,1199,10,11.069079033533733,4.6623800000000015,2024-05-21_07-25-01
246,react,5,-4.68,1499,11,17.110383359591165,7.8948,2024-05-21_07-36-12
247,react,5,-6.776999999999999,1299,10,13.79638671875,5.548190000000002,2024-05-21_07-53-27
248,react,6,-5.367,1199,11,12.245651896794636,5.409940000000001,2024-05-21_08-07-21
249,react,6,-24.819,2199,18,23.97426957686742,10.901020000000004,2024-05-21_08-19-41
250,react,6,-4.3870000000000005,1199,9,11.19422339995702,4.6756400000000005,2024-05-21_08-43-47
251,react,6,-21.976000000000003,1899,17,19.05983554124832,8.34604,2024-05-21_08-55-04
252,react,6,-30.292,2199,17,21.62020967404048,9.6376,2024-05-21_09-14-20
253,planreact,0,-10.456,1299,10,14.6377960840861,4.637289999999999,2024-05-21_09-28-43
254,react,7,11.662,1199,7,15.165360089143118,7.49337,2024-05-21_09-36-06
255,hm_gpt35,2,5.892999999999999,1099,6,6.384414088726044,0.6994670000000003,2024-05-21_09-48-55
256,planreact,1,0.0060000000000006,1299,10,17.24386131366094,5.621219999999999,2024-05-21_09-43-26
257,react,7,4.775,1299,9,15.806301283836364,7.041520000000001,2024-05-21_09-51-22
258,hm_gpt35,2,-5.063000000000001,2199,15,11.943237527211506,1.2923699999999994,2024-05-21_09-55-24
259,react,7,14.301,1199,9,13.097869308789573,6.55923,2024-05-21_10-07-17
260,planreact,1,-11.226,2099,15,33.41852730909984,12.727790000000006,2024-05-21_10-00-47
261,react,7,18.945,1399,10,16.670331700642905,8.55311,2024-05-21_10-20-30
262,planreact,2,-3.141,1199,10,19.427500995000205,5.97884,2024-05-21_10-34-20
263,react,7,14.88,1599,12,23.81767998933792,12.557090000000004,2024-05-21_10-37-16
264,planreact,2,-5.515000000000001,1099,9,13.063188461462657,4.3891100000000005,2024-05-21_10-53-52
265,hm_gpt35,2,-2.961,1199,8,7.102858038743337,0.7373279999999999,2024-05-21_11-39-35
266,planreact,2,29.317,2899,22,48.48756721019745,17.817529999999998,2024-05-21_11-07-03
267,hm_gpt35,2,-2.199,2199,16,12.463555149237315,1.122984,2024-05-21_11-46-48
268,hm_gpt35,3,6.343000000000001,1099,8,5.670130284627279,0.5225759999999998,2024-05-21_11-59-27
269,planreact,3,7.794,1099,9,14.92671060959498,4.705639999999999,2024-05-21_11-55-52
270,hm_gpt35,3,-27.16,1899,14,9.813315959771474,0.98041,2024-05-21_12-05-13
271,hm_gpt35,3,-10.863,1399,10,7.134710590044658,0.7212249999999997,2024-05-21_12-15-09
272,hm_gpt35,3,-20.274,1599,11,7.903834601243337,0.7346639999999998,2024-05-21_12-22-23
273,planreact,3,4.067,1199,9,18.463888001441955,5.085,2024-05-21_12-55-02
274,planreact,3,-5.163000000000001,1399,11,21.12829399903616,6.1607400000000005,2024-05-21_13-13-35
275,planreact,4,1.1329999999999996,2699,24,36.67916994094848,10.520160000000004,2024-05-21_13-34-49
276,planreact,4,2.6499999999999977,1799,16,25.751046057542165,8.748020000000002,2024-05-21_14-11-39
277,planreact,4,5.832000000000001,1499,12,19.86347636779149,7.09515,2024-05-21_14-37-31
278,planreact,5,-5.513999999999999,1899,15,23.714930276076,7.43077,2024-05-21_14-57-28
279,planreact,5,-5.716000000000001,1099,9,14.343696022033692,4.14706,2024-05-21_15-21-18
280,planreact,5,-16.032,1399,12,16.493417982260386,5.641490000000001,2024-05-21_15-35-43
281,planreact,6,-13.906,1599,14,21.25217250188192,6.57187,2024-05-21_15-52-18
282,planreact,6,3.412,1299,11,14.925825981299084,4.47409,2024-05-21_16-13-39
283,planreact,6,6.053000000000001,1999,16,25.26105235417684,9.002170000000001,2024-05-21_16-28-39
284,planreact,7,-3.905,1099,9,14.892890910307566,5.32004,2024-05-21_16-54-02
285,planreact,7,9.007,1099,7,25.19043851296107,7.312940000000001,2024-05-21_17-09-00
286,planreact,7,-1.4550000000000003,1499,10,27.641914002100627,9.358190000000002,2024-05-21_17-34-15
287,hm_gpt35,3,-10.174999999999995,1699,14,8.563291958967845,0.8413170000000001,2024-05-21_18-39-34
288,hm_gpt35,4,1.310000000000001,1099,8,5.019905424118042,0.543205,2024-05-21_18-48-14
289,hm_gpt35,4,-5.408,1099,7,5.302916101614634,0.6557269999999997,2024-05-21_18-53-20
290,hm_gpt35,4,-0.3760000000000016,1299,8,6.141066690286,0.62885,2024-05-21_18-58-43
291,hm_gpt35,4,-4.523000000000001,1299,10,6.532395493984223,0.646291,2024-05-21_19-04-56
292,hm_gpt35,4,-6.424,1599,10,7.399224809805552,0.8964089999999997,2024-05-21_19-11-34
