,agent_type,scenario,reward,steps,duration,cost,datetime,gpt_version,interaction_num
129,v2,7,62.404,1399,62.555941768487294,7.510040000000001,2024-01-25_22-01-22,,
130,v3,0,-44.675,1199,41.6566835085551,5.654859999999999,2024-01-25_22-31-28,,
131,v1,6,22.655,1099,19.974824289480846,3.35409,2024-01-25_22-58-42,,
132,v3,0,10.165,1399,56.58190635840098,7.263069999999999,2024-01-25_22-31-42,,
133,v2,6,45.306,1199,52.50394186973572,5.52677,2024-01-25_22-41-29,,
134,v1,5,15.191000000000004,1699,54.16286950111389,10.888329999999996,2024-01-25_22-51-19,,
135,v1,0,30.559999999999995,1099,26.04337120850881,4.449360000000001,2024-01-25_23-23-21,,
136,v4,0,12.683,2399,79.92915675640106,10.53984,2024-01-25_22-31-57,,
137,v3,1,19.087,1399,47.04085046052933,5.9678700000000005,2024-01-25_23-13-05,,
138,v3,1,20.557,1099,35.34047138293584,4.1515,2024-01-25_23-28-15,,
139,v1,6,24.297,1099,28.16672370831172,5.012390000000002,2024-01-25_23-45-30,,
140,v4,0,128.101,2399,117.59693775574368,21.97066999999998,2024-01-25_22-32-09,,
141,v4,1,-2.231,1099,39.13409169514974,4.102469999999999,2024-01-25_23-51-51,,
142,v1,1,24.514000000000003,2199,45.95466053088506,7.725740000000002,2024-01-25_23-49-21,,
143,v2,8,53.314,1999,92.4560926993688,10.459800000000005,2024-01-25_23-03-56,,
144,v3,2,25.296,1299,43.56646246115367,5.131430000000003,2024-01-26_00-03-37,,
145,v2,8,54.549000000000014,1699,74.96666648785273,7.797279999999999,2024-01-25_23-34-00,,
146,v1,2,46.958,1099,21.16566743453344,3.78309,2024-01-26_00-35-20,,
147,v4,2,22.207,1099,41.61153690417608,5.060479999999999,2024-01-26_00-31-01,,
148,v1,3,0.3150000000000006,1099,20.50722192525864,2.63845,2024-01-26_00-56-36,,
149,v3,3,0.262999999999999,1099,36.00687359174093,4.659599999999999,2024-01-26_00-47-14,,
150,v4,1,28.863,1499,54.217223993937175,7.158869999999998,2024-01-26_00-29-43,,
151,v3,2,115.594,2299,91.52743889490765,12.433350000000008,2024-01-26_00-00-11,,
152,v2,8,38.602,1299,56.199231429894766,5.0091600000000005,2024-01-26_00-36-23,,
153,v1,4,4.244,1099,26.027452313899992,3.9444,2024-01-26_01-17-01,,
154,v4,3,2.2770000000000006,1099,43.03878035147985,4.935600000000001,2024-01-26_01-12-43,,
155,v3,4,18.569,1599,44.07786074479421,5.298130000000001,2024-01-26_01-23-12,,
156,v1,5,4.043999999999999,1199,31.5111221909523,6.240100000000002,2024-01-26_01-43-01,,
157,v3,3,-8.738000000000001,1199,46.25008814334869,5.388730000000001,2024-01-26_01-31-44,,
158,v2,8,51.58300000000001,1199,51.68819454511007,5.097379999999999,2024-01-26_01-32-35,,
159,v4,2,-12.807,2199,79.347028140227,11.348990000000008,2024-01-26_01-23-58,,
160,v4,4,42.057,1999,67.73955391645431,8.789079999999998,2024-01-26_01-55-41,,
161,v3,4,32.082,1499,54.20082229773204,7.728999999999999,2024-01-26_02-17-58,,
162,v3,5,16.345000000000002,1499,68.56184136072794,10.275159999999994,2024-01-26_02-07-14,,
163,v1,6,128.156,2699,70.9199520389239,13.471390000000005,2024-01-26_02-14-32,,
164,v1,7,26.005000000000003,1399,22.22907130320867,4.033970000000001,2024-01-26_03-25-27,,
165,v4,5,7.964,1299,60.669349483648936,8.89866999999999,2024-01-26_03-03-24,,
166,v3,5,21.925,1099,52.4253280321757,7.543519999999997,2024-01-26_03-12-07,,
167,v3,6,4.387000000000001,1699,65.90954649845759,9.306720000000002,2024-01-26_03-15-50,,
168,v1,8,98.81500000000004,2299,42.06525208155314,7.741579999999998,2024-01-26_03-47-43,,
169,v4,6,40.084,1299,46.63667452732722,6.285020000000004,2024-01-26_04-04-03,,
170,v1,3,27.382,1199,21.28680438597997,3.81887,2024-01-26_04-29-49,,
171,v3,6,77.33,1399,68.62757803201676,9.95212,2024-01-26_04-04-32,,
172,v3,7,77.451,1499,65.0436874071757,11.611000000000004,2024-01-26_04-21-43,,
173,v1,4,42.863,2399,40.097390405337016,4.49754,2024-01-26_04-51-04,,
174,v4,7,12.004,1499,55.15026644070943,7.437239999999999,2024-01-26_04-50-42,,
175,v3,7,57.975,1199,46.82346615791321,6.001070000000003,2024-01-26_05-13-12,,
176,v4,8,39.611,1399,48.847666668891904,6.450869999999999,2024-01-26_05-45-54,,
177,v3,8,-11.308,1299,48.74175952672958,6.129370000000002,2024-01-26_06-00-02,,
178,v3,8,115.86500000000002,1999,94.23213303883873,15.700200000000006,2024-01-26_05-26-47,,
179,v1,5,60.615,3299,109.6129672686259,21.03496000000001,2024-01-26_05-31-08,,
180,v1,6,58.49999999999999,1399,33.91843889554342,3.936560000000001,2024-01-26_07-20-45,,
181,v1,0,12.352,1099,18.19637810786565,3.585229999999999,2024-01-26_09-23-16,,
182,v1,2,14.054,1599,37.11852575143178,7.210979999999999,2024-01-26_09-41-28,,
183,v4,3,60.401,2099,85.72574569781621,10.87581,2024-01-26_09-02-08,,
184,v1,4,40.271,1099,20.80291279554367,3.732180000000001,2024-01-26_10-18-34,,
185,v4,4,-0.5209999999999999,1099,31.241258680820465,3.98714,2024-01-26_10-27-48,,
186,v1,5,0.7989999999999997,1099,28.931549660364787,6.5875200000000005,2024-01-26_10-39-20,,
187,v1,7,5.1850000000000005,1199,27.0514302055041,4.802299999999999,2024-01-26_11-08-16,,
188,v4,5,-8.165999999999999,1199,55.055126770337424,10.057310000000006,2024-01-26_10-59-01,,
189,v1,8,57.478,1199,19.102475174268086,3.65472,2024-01-26_11-35-19,,
190,v4,6,57.860000000000014,1199,52.02896118958791,9.08885,2024-01-26_11-54-05,,
191,v4,7,126.533,3099,93.11365547974904,15.364739999999998,2024-01-26_12-46-06,,
192,v4,8,-1.0039999999999996,1699,49.03838477532069,8.309390000000002,2024-01-26_14-19-13,,
193,v4,1,15.862,1599,151.7735331217448,9.92861,2024-01-26_17-01-29,,
194,v4,1,27.585000000000004,1499,46.95778740644455,10.931950000000002,2024-01-26_20-00-00,,
195,v4,0,86.144,1499,34.483561265468595,6.662390000000006,2024-01-26_20-38-54,,
196,v4,2,78.53200000000001,1399,33.25927690664927,6.088719999999999,2024-01-26_20-42-19,,
197,v4,6,58.758,1099,26.32975083986918,5.281059999999999,2024-01-26_20-59-31,,
198,v4,8,61.333,1099,29.106802320480348,6.58842,2024-01-26_21-02-06,,
199,v4,5,23.351,1099,33.28297426700592,7.740930000000003,2024-01-26_20-59-05,,
200,v4,4,42.565,1399,44.08485494852066,10.432089999999995,2024-01-26_20-57-23,,
201,v4,3,62.95400000000002,2499,69.81781561772029,12.009250000000009,2024-01-26_20-56-55,,
202,v4,1,37.86699999999999,1799,65.51967828273773,14.239489999999993,2024-01-26_21-05-33,,
203,v4,7,21.674,1499,91.12063238223394,12.62521000000001,2024-01-26_21-00-49,,
204,v4,2,45.74,1099,28.83034484386444,5.781200000000003,2024-01-26_22-18-12,,
205,v4,0,72.373,1499,36.61152897675832,7.154629999999999,2024-01-26_22-13-32,,
206,v4,3,37.73199999999999,1599,34.808750228087106,5.8683,2024-01-26_22-18-27,,
207,v4,8,23.357,1199,40.39833657741546,8.37155,2024-01-26_22-18-58,,
208,v4,4,73.764,1699,40.8983114918073,8.578739999999996,2024-01-26_22-18-31,,
209,hm_gpt35,1,0.764999999999997,1299,42.38613397280376,9.494190000000003,2024-01-26_22-17-32,gpt-3.5-turbo-1106,
210,v4,5,9.41,1099,42.15203459262848,8.688910000000002,2024-01-26_22-18-38,,
211,v4,6,45.268,1299,45.248504026730856,6.829770000000004,2024-01-26_22-18-46,,
212,v4,3,58.901,1299,36.89756476084391,6.533779999999999,2024-01-26_22-53-15,,
213,v4,8,67.382,1299,31.65849003791809,5.94266,2024-01-26_22-59-22,,
214,v4,0,47.51199999999999,1299,41.39993449449539,9.133950000000004,2024-01-26_22-50-08,,
215,v4,1,7.843999999999999,1099,34.42982112963994,7.322910000000001,2024-01-26_22-59-53,,
216,v4,7,54.165000000000006,1199,36.96207909584045,7.847279999999999,2024-01-26_22-58-17,,
217,v4,4,54.190000000000005,1199,36.36874589920044,6.629100000000002,2024-01-26_22-59-24,,
218,hm_gpt35,6,19.041,1499,15.159931155045829,1.001839,2024-01-26_23-21-09,gpt-3.5-turbo-1106,
219,v4,6,67.375,1499,38.12777667045593,7.252440000000003,2024-01-26_23-04-01,,
220,v4,2,119.708,2099,62.96313580671946,10.210960000000007,2024-01-26_22-47-02,,
221,v4,0,51.919,1099,30.52131005128225,5.597830000000001,2024-01-26_23-31-32,,
222,v4,3,3.564,1099,34.54919271469116,7.307859999999998,2024-01-26_23-30-12,,
223,v4,5,10.537,1499,66.1435841679573,17.021079999999998,2024-01-26_23-00-47,,
224,v4,7,47.986,1099,34.45686397949854,7.0031300000000005,2024-01-26_23-35-15,,
225,v4,8,66.648,1399,39.91514233748118,6.907059999999999,2024-01-26_23-31-01,,
226,v4,6,47.391,1099,31.451765235265096,5.900199999999999,2024-01-26_23-42-09,,
227,hm_gpt35,0,-3.880000000000001,2299,35.650461264451344,1.776909,2024-01-26_23-44-09,gpt-3.5-turbo-1106,
228,v4,2,57.361,1199,33.99160312811534,7.126509999999999,2024-01-26_23-50-00,,
229,v4,4,62.082,1699,50.98650733232498,10.47303,2024-01-26_23-35-46,,
230,v4,1,104.488,1899,55.88832745949427,11.583609999999997,2024-01-26_23-34-20,,
231,v4,3,23.575000000000003,1099,31.19234958489736,5.244719999999999,2024-01-27_00-04-44,,
232,v4,8,58.822,1099,26.40313886801401,4.64884,2024-01-27_00-10-57,,
233,v4,7,35.1,1099,30.6680233558019,6.133070000000002,2024-01-27_00-09-44,,
234,v4,1,34.529999999999994,1999,87.88652708530427,15.473,2024-01-26_23-21-34,gpt-4-0125-preview,
235,v4,6,96.954,1599,48.04640741745631,9.509010000000004,2024-01-27_00-13-36,,
236,v4,4,27.721,1399,45.17208221356074,8.53799,2024-01-27_00-26-45,,
237,v4,0,137.666,2599,74.02825605074564,15.67138,2024-01-27_00-02-07,,
238,v4,5,6.117999999999999,2099,77.3813436627388,20.37898000000001,2024-01-27_00-06-57,,
239,v4,2,-13.988,2399,77.51688942114512,19.363700000000005,2024-01-27_00-24-00,,
240,v4,7,108.985,2099,61.285948697725935,13.694909999999997,2024-01-27_00-40-23,,
241,v4,5,42.68,2099,74.60564598639806,19.08084000000001,2024-01-27_01-24-19,,
242,hm_gpt35,1,-7.250999999999999,1199,33.452063330014546,0.8894020000000001,2024-01-27_09-57-05,gpt-3.5-turbo-1106,
243,v4,3,40.984,1099,35.49201130072276,5.23899,2024-01-27_09-57-32,gpt-4-0125-preview,
244,hm_gpt35,2,-34.217,1099,25.06994016567866,0.6499119999999999,2024-01-27_10-30-33,gpt-3.5-turbo-1106,
245,v1,3,29.355,1099,17.89865710735321,3.841579999999999,2024-01-27_10-53-25,,
246,hm_gpt35,3,7.357000000000001,1399,17.549132231871287,1.020701999999999,2024-01-27_10-55-40,gpt-3.5-turbo-1106,
247,v3,1,3.263999999999999,1199,41.91188122034073,9.37767,2024-01-27_10-49-37,,
248,hm_gpt35,4,28.46,1099,24.53354273637136,0.7911150000000002,2024-01-27_11-13-12,gpt-3.5-turbo-1106,
249,v3,1,49.403,1999,64.15991563002268,13.392560000000016,2024-01-27_10-48-59,,
250,hm_gpt35,5,1.393,1199,22.728310231367747,0.71619,2024-01-27_11-37-40,gpt-3.5-turbo-1106,
251,hm_gpt35,0,-9.139000000000005,1199,12.064152046044669,0.869761000000001,2024-01-27_12-08-28,gpt-3.5-turbo-1106,
252,v3,1,4.246,1499,52.71177902619044,11.62515,2024-01-27_11-31-32,,
253,hm_gpt35,6,13.609999999999998,1699,36.46427196264267,1.245496,2024-01-27_12-00-26,gpt-3.5-turbo-1106,
254,v3,1,12.217,1599,60.76872276862462,14.211739999999995,2024-01-27_11-53-09,,
255,hm_gpt35,1,8.989999999999998,1899,39.54835866689682,1.5021319999999998,2024-01-27_12-20-30,gpt-3.5-turbo-1106,
256,hm_gpt35,2,-38.02,1599,15.616450341542562,1.0858519999999992,2024-01-27_13-00-05,gpt-3.5-turbo-1106,
257,hm_gpt35,7,6.786000000000001,3299,59.49127211968104,2.7778320000000023,2024-01-27_12-36-52,gpt-3.5-turbo-1106,
258,hm_gpt35,8,-31.539,1299,11.237560164928436,0.955006,2024-01-27_13-36-22,gpt-3.5-turbo-1106,
259,hm_gpt35,3,10.882999999999996,1499,33.57512091398239,1.0233869999999998,2024-01-27_13-15-44,gpt-3.5-turbo-1106,
260,v3,1,45.901,2099,64.9062953710556,14.443410000000004,2024-01-27_12-53-53,,
261,hm_gpt35,4,3.234,1199,40.84641546010971,0.7678219999999997,2024-01-27_13-49-16,gpt-3.5-turbo-1106,
262,v3,4,46.521,1099,31.21703304449717,6.03793,2024-01-27_14-23-30,,
263,hm_gpt35,5,5.146,1299,31.67428699731827,0.982676,2024-01-27_14-30-10,gpt-3.5-turbo-1106,
264,hm_gpt35,0,18.321,1499,23.189054278532662,1.1838719999999991,2024-01-27_14-49-07,gpt-3.5-turbo-1106,
265,hm_gpt35,6,3.453000000000001,1399,12.18761868874232,0.9206750000000004,2024-01-27_15-01-46,gpt-3.5-turbo-1106,
266,hm_gpt35,1,13.355,1299,9.704499876499176,0.7797880000000001,2024-01-27_15-12-16,gpt-3.5-turbo-1106,
267,v3,4,19.200000000000006,1899,61.96119360923767,14.05597,2024-01-27_14-23-39,,
268,hm_gpt35,7,-14.109,1999,17.170129561424254,1.4938849999999988,2024-01-27_15-13-58,gpt-3.5-turbo-1106,
269,v3,4,51.885,1099,41.27249522209168,6.021019999999998,2024-01-27_14-54-42,,
270,v3,4,69.27299999999998,1499,41.27766621112824,8.308769999999999,2024-01-27_15-25-36,,
271,hm_gpt35,2,31.68700000000001,3399,57.30192015171051,2.6221050000000017,2024-01-27_15-22-00,gpt-3.5-turbo-1106,
272,hm_gpt35,8,-23.033,1199,50.85626728534699,0.8243939999999996,2024-01-27_15-31-07,gpt-3.5-turbo-1106,
273,hm_gpt35,3,2.843000000000001,1199,11.758355379104614,0.7724970000000004,2024-01-27_16-19-20,gpt-3.5-turbo-1106,
274,hm_gpt35,0,-14.61,1599,23.82098089059194,1.1279510000000008,2024-01-27_16-22-00,gpt-3.5-turbo-1106,
275,v3,4,125.244,2799,72.63074481884638,15.287079999999992,2024-01-27_15-35-56,,
276,hm_gpt35,4,6.181,1399,13.325527266661329,0.9763599999999992,2024-01-27_17-00-11,gpt-3.5-turbo-1106,
277,hm_gpt35,1,-22.529000000000003,1699,34.9746773759524,1.213885,2024-01-27_16-45-48,gpt-3.5-turbo-1106,
278,hm_gpt35,5,15.644,1299,11.94916319847107,0.9387139999999996,2024-01-27_17-13-28,gpt-3.5-turbo-1106,
279,hm_gpt35,2,-5.553000000000001,1399,13.624648515383402,0.9557330000000002,2024-01-27_17-20-50,gpt-3.5-turbo-1106,
280,v3,0,85.636,1699,42.49333121379217,7.995089999999996,2024-01-27_16-57-37,,
281,hm_gpt35,3,9.801,1199,10.268401547273,0.8185050000000004,2024-01-27_17-34-29,gpt-3.5-turbo-1106,
282,hm_gpt35,4,-12.871,1199,10.042525279521945,0.7451989999999998,2024-01-27_17-44-45,gpt-3.5-turbo-1106,
283,hm_gpt35,6,13.893,1199,30.63751043876012,0.8742069999999996,2024-01-27_17-25-25,gpt-3.5-turbo-1106,
284,v3,2,40.953,1099,29.71732014815013,5.919279999999998,2024-01-27_17-40-10,,
285,hm_gpt35,5,2.471,1099,18.46952928304672,0.6376579999999994,2024-01-27_17-54-45,gpt-3.5-turbo-1106,
286,hm_gpt35,7,-13.437,1199,20.07433719237645,0.761957,2024-01-27_17-56-04,gpt-3.5-turbo-1106,
287,hm_gpt35,6,37.584,1399,10.961366132895153,0.9733649999999994,2024-01-27_18-13-14,gpt-3.5-turbo-1106,
